original_candidate_id,recovery_candidate_id,selected_function_id,project,function_name,producer,build_view,original_failure_reason,recovery_eligibility,recovery_reason,clang_fix_required,llm4decompile_fix_required,clang_recovery_status,llm4decompile_recovery_status
phase3a::zstd_programs_benchzstd.c_uintSize_0001_0ff5b2068d53::mycodex_api::clang_O2::1b74d50ebd68,phase3ar::zstd_programs_benchzstd.c_uintSize_0001_0ff5b2068d53::mycodex_api::clang_O2::66579fa4f18c,zstd::programs_benchzstd.c::uintSize::0001::0ff5b2068d53,zstd,uintSize,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::llm4decompile::gcc_O0::533a34a63208,phase3ar::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::llm4decompile::gcc_O0::c779b0e647b6,zstd::lib_legacy_zstd_v04.c::FSE_abs::0002::304e26254a8e,zstd,FSE_abs,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::ghidra::clang_O2::7b628a4bf492,phase3ar::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::ghidra::clang_O2::eca9d47544ed,zstd::lib_legacy_zstd_v04.c::FSE_abs::0002::304e26254a8e,zstd,FSE_abs,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::angr::clang_O2::871e1a10b2d5,phase3ar::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::angr::clang_O2::8e4ef2b7e83a,zstd::lib_legacy_zstd_v04.c::FSE_abs::0002::304e26254a8e,zstd,FSE_abs,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::llm4decompile::clang_O2::48a43fccc413,phase3ar::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::llm4decompile::clang_O2::59a6dc310691,zstd::lib_legacy_zstd_v04.c::FSE_abs::0002::304e26254a8e,zstd,FSE_abs,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::mycodex_api::clang_O2::4d1663fb20be,phase3ar::zstd_lib_legacy_zstd_v04.c_FSE_abs_0002_304e26254a8e::mycodex_api::clang_O2::d1b503d6da10,zstd::lib_legacy_zstd_v04.c::FSE_abs::0002::304e26254a8e,zstd,FSE_abs,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::llm4decompile::gcc_O0::fbacfdc63f92,phase3ar::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::llm4decompile::gcc_O0::5ec034dbd9b3,cmark::src_blocks.c::S_is_line_end_char::0003::e1c0916cba9b,cmark,S_is_line_end_char,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::ghidra::clang_O2::d845dc486b4f,phase3ar::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::ghidra::clang_O2::5ea52c70f429,cmark::src_blocks.c::S_is_line_end_char::0003::e1c0916cba9b,cmark,S_is_line_end_char,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::angr::clang_O2::44f0e8c783cf,phase3ar::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::angr::clang_O2::29a8a2c45845,cmark::src_blocks.c::S_is_line_end_char::0003::e1c0916cba9b,cmark,S_is_line_end_char,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::llm4decompile::clang_O2::a669c43e0caf,phase3ar::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::llm4decompile::clang_O2::3eeda6de23a0,cmark::src_blocks.c::S_is_line_end_char::0003::e1c0916cba9b,cmark,S_is_line_end_char,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::mycodex_api::clang_O2::7895b66dbf73,phase3ar::cmark_src_blocks.c_S_is_line_end_char_0003_e1c0916cba9b::mycodex_api::clang_O2::dde90840e586,cmark::src_blocks.c::S_is_line_end_char::0003::e1c0916cba9b,cmark,S_is_line_end_char,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::llm4decompile::gcc_O0::a2b1073eadcc,phase3ar::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::llm4decompile::gcc_O0::346912ab86cb,cmark::src_inlines.c::isbacktick::0002::34658eefdb9c,cmark,isbacktick,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::ghidra::clang_O2::3900679963e2,phase3ar::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::ghidra::clang_O2::18f81c9b7429,cmark::src_inlines.c::isbacktick::0002::34658eefdb9c,cmark,isbacktick,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::angr::clang_O2::783f4c78e109,phase3ar::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::angr::clang_O2::d2677835f3c7,cmark::src_inlines.c::isbacktick::0002::34658eefdb9c,cmark,isbacktick,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::llm4decompile::clang_O2::6fecc0323d8f,phase3ar::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::llm4decompile::clang_O2::a24d0f4e8b5a,cmark::src_inlines.c::isbacktick::0002::34658eefdb9c,cmark,isbacktick,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::mycodex_api::clang_O2::25e5dbab12b3,phase3ar::cmark_src_inlines.c_isbacktick_0002_34658eefdb9c::mycodex_api::clang_O2::d49ee8b2abee,cmark::src_inlines.c::isbacktick::0002::34658eefdb9c,cmark,isbacktick,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::llm4decompile::gcc_O0::2f1bca32663a,phase3ar::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::llm4decompile::gcc_O0::111ea2c46ba9,cmark::src_utf8.c::cmark_utf8proc_is_space::0005::4c3eef6da0c0,cmark,cmark_utf8proc_is_space,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::ghidra::clang_O2::3044aaf8aeb1,phase3ar::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::ghidra::clang_O2::a83c8fabca6d,cmark::src_utf8.c::cmark_utf8proc_is_space::0005::4c3eef6da0c0,cmark,cmark_utf8proc_is_space,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::angr::clang_O2::9c5cc2837259,phase3ar::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::angr::clang_O2::471f4141df3a,cmark::src_utf8.c::cmark_utf8proc_is_space::0005::4c3eef6da0c0,cmark,cmark_utf8proc_is_space,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::llm4decompile::clang_O2::b9f9e2472eb6,phase3ar::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::llm4decompile::clang_O2::6796afddcc76,cmark::src_utf8.c::cmark_utf8proc_is_space::0005::4c3eef6da0c0,cmark,cmark_utf8proc_is_space,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::mycodex_api::clang_O2::dfac58a35a44,phase3ar::cmark_src_utf8.c_cmark_utf8proc_is_space_0005_4c3eef6da0c0::mycodex_api::clang_O2::d612b62d53ea,cmark::src_utf8.c::cmark_utf8proc_is_space::0005::4c3eef6da0c0,cmark,cmark_utf8proc_is_space,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::llm4decompile::gcc_O0::3f0911752f46,phase3ar::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::llm4decompile::gcc_O0::a08e3d4d89a5,cmark::src_cmark_ctype.c::cmark_isdigit::0003::4db7106cc43b,cmark,cmark_isdigit,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::ghidra::clang_O2::b58b16ff224d,phase3ar::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::ghidra::clang_O2::6934b5907490,cmark::src_cmark_ctype.c::cmark_isdigit::0003::4db7106cc43b,cmark,cmark_isdigit,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::angr::clang_O2::e0166885cdcd,phase3ar::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::angr::clang_O2::9fe3a05a0d2b,cmark::src_cmark_ctype.c::cmark_isdigit::0003::4db7106cc43b,cmark,cmark_isdigit,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::llm4decompile::clang_O2::0a21412d2236,phase3ar::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::llm4decompile::clang_O2::18264338a427,cmark::src_cmark_ctype.c::cmark_isdigit::0003::4db7106cc43b,cmark,cmark_isdigit,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::mycodex_api::clang_O2::7ca63adfe5fe,phase3ar::cmark_src_cmark_ctype.c_cmark_isdigit_0003_4db7106cc43b::mycodex_api::clang_O2::d96a305f3e03,cmark::src_cmark_ctype.c::cmark_isdigit::0003::4db7106cc43b,cmark,cmark_isdigit,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::llm4decompile::gcc_O0::d2b41d43f7f7,phase3ar::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::llm4decompile::gcc_O0::65ab5d021119,cmark::src_cmark_ctype.c::cmark_ispunct::0002::6d6fa08a59ba,cmark,cmark_ispunct,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::ghidra::clang_O2::3dd27f698128,phase3ar::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::ghidra::clang_O2::2bb85e111062,cmark::src_cmark_ctype.c::cmark_ispunct::0002::6d6fa08a59ba,cmark,cmark_ispunct,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::angr::clang_O2::ba98ee744c72,phase3ar::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::angr::clang_O2::0b45c1d6bfde,cmark::src_cmark_ctype.c::cmark_ispunct::0002::6d6fa08a59ba,cmark,cmark_ispunct,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::llm4decompile::clang_O2::1f704bcddb97,phase3ar::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::llm4decompile::clang_O2::43edc09ce450,cmark::src_cmark_ctype.c::cmark_ispunct::0002::6d6fa08a59ba,cmark,cmark_ispunct,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::mycodex_api::clang_O2::fcfe49b40d4d,phase3ar::cmark_src_cmark_ctype.c_cmark_ispunct_0002_6d6fa08a59ba::mycodex_api::clang_O2::9e96e125c4e3,cmark::src_cmark_ctype.c::cmark_ispunct::0002::6d6fa08a59ba,cmark,cmark_ispunct,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::llm4decompile::gcc_O0::ee23404a452b,phase3ar::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::llm4decompile::gcc_O0::91275e85d94b,cmark::src_blocks.c::S_is_space_or_tab::0004::8ac0d2fe91dd,cmark,S_is_space_or_tab,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::ghidra::clang_O2::4f14572cbe42,phase3ar::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::ghidra::clang_O2::b85cf6540999,cmark::src_blocks.c::S_is_space_or_tab::0004::8ac0d2fe91dd,cmark,S_is_space_or_tab,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::angr::clang_O2::8984b1fa7fd9,phase3ar::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::angr::clang_O2::b10e32a2c3a0,cmark::src_blocks.c::S_is_space_or_tab::0004::8ac0d2fe91dd,cmark,S_is_space_or_tab,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::llm4decompile::clang_O2::59fe350ab91c,phase3ar::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::llm4decompile::clang_O2::3f0c89bae2ac,cmark::src_blocks.c::S_is_space_or_tab::0004::8ac0d2fe91dd,cmark,S_is_space_or_tab,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::mycodex_api::clang_O2::915b64a98263,phase3ar::cmark_src_blocks.c_S_is_space_or_tab_0004_8ac0d2fe91dd::mycodex_api::clang_O2::883a0dc4b427,cmark::src_blocks.c::S_is_space_or_tab::0004::8ac0d2fe91dd,cmark,S_is_space_or_tab,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::llm4decompile::gcc_O0::c63f028abab7,phase3ar::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::llm4decompile::gcc_O0::97f8427695bc,cmark::src_cmark_ctype.c::cmark_isspace::0001::d35982db2fc1,cmark,cmark_isspace,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::ghidra::clang_O2::1dcddd1deaf7,phase3ar::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::ghidra::clang_O2::ef5aa30cfabf,cmark::src_cmark_ctype.c::cmark_isspace::0001::d35982db2fc1,cmark,cmark_isspace,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::angr::clang_O2::da7242b7ec6b,phase3ar::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::angr::clang_O2::3cd88915d6e4,cmark::src_cmark_ctype.c::cmark_isspace::0001::d35982db2fc1,cmark,cmark_isspace,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::llm4decompile::clang_O2::2d53db674b47,phase3ar::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::llm4decompile::clang_O2::e36bfc245008,cmark::src_cmark_ctype.c::cmark_isspace::0001::d35982db2fc1,cmark,cmark_isspace,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::mycodex_api::clang_O2::ee995629b8e3,phase3ar::cmark_src_cmark_ctype.c_cmark_isspace_0001_d35982db2fc1::mycodex_api::clang_O2::af90ec061a44,cmark::src_cmark_ctype.c::cmark_isspace::0001::d35982db2fc1,cmark,cmark_isspace,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::llm4decompile::gcc_O0::18c22cd90b40,phase3ar::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::llm4decompile::gcc_O0::c6fd27760d1b,cmark::src_inlines.c::S_is_line_end_char::0001::e4630b5a1ba3,cmark,S_is_line_end_char,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::ghidra::clang_O2::01f9dc30a4fa,phase3ar::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::ghidra::clang_O2::7def67fdabf9,cmark::src_inlines.c::S_is_line_end_char::0001::e4630b5a1ba3,cmark,S_is_line_end_char,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::angr::clang_O2::27d7d7a4653b,phase3ar::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::angr::clang_O2::c8f7e73a4fb9,cmark::src_inlines.c::S_is_line_end_char::0001::e4630b5a1ba3,cmark,S_is_line_end_char,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::llm4decompile::clang_O2::9ccf41d78538,phase3ar::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::llm4decompile::clang_O2::23b44b350132,cmark::src_inlines.c::S_is_line_end_char::0001::e4630b5a1ba3,cmark,S_is_line_end_char,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::mycodex_api::clang_O2::89a1b5cc20bf,phase3ar::cmark_src_inlines.c_S_is_line_end_char_0001_e4630b5a1ba3::mycodex_api::clang_O2::972c4c51abdd,cmark::src_inlines.c::S_is_line_end_char::0001::e4630b5a1ba3,cmark,S_is_line_end_char,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::llm4decompile::gcc_O0::1a2776de7d45,phase3ar::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::llm4decompile::gcc_O0::ada7e0ebba31,cmark::src_cmark_ctype.c::cmark_isalpha::0004::e3004f765231,cmark,cmark_isalpha,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::ghidra::clang_O2::1222a0178396,phase3ar::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::ghidra::clang_O2::63385049bdfa,cmark::src_cmark_ctype.c::cmark_isalpha::0004::e3004f765231,cmark,cmark_isalpha,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::angr::clang_O2::0f72f33e4e9b,phase3ar::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::angr::clang_O2::2c5571bd5669,cmark::src_cmark_ctype.c::cmark_isalpha::0004::e3004f765231,cmark,cmark_isalpha,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::llm4decompile::clang_O2::0c6186d2f26b,phase3ar::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::llm4decompile::clang_O2::355afb663f0f,cmark::src_cmark_ctype.c::cmark_isalpha::0004::e3004f765231,cmark,cmark_isalpha,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::mycodex_api::clang_O2::84e2e7553ef4,phase3ar::cmark_src_cmark_ctype.c_cmark_isalpha_0004_e3004f765231::mycodex_api::clang_O2::c4d610bf7f22,cmark::src_cmark_ctype.c::cmark_isalpha::0004::e3004f765231,cmark,cmark_isalpha,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::llm4decompile::gcc_O0::2bb6ecaf4007,phase3ar::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::llm4decompile::gcc_O0::6a359cd2bad3,mpack::src_mpack_mpack-common.c::mpack_hex_char::0002::114e163a936d,mpack,mpack_hex_char,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::ghidra::clang_O2::c4d6678a7613,phase3ar::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::ghidra::clang_O2::d154b5dade3b,mpack::src_mpack_mpack-common.c::mpack_hex_char::0002::114e163a936d,mpack,mpack_hex_char,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::angr::clang_O2::be6e430b7d5a,phase3ar::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::angr::clang_O2::f2586f8a99ff,mpack::src_mpack_mpack-common.c::mpack_hex_char::0002::114e163a936d,mpack,mpack_hex_char,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::llm4decompile::clang_O2::f66135ecefdb,phase3ar::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::llm4decompile::clang_O2::0b932748e4c0,mpack::src_mpack_mpack-common.c::mpack_hex_char::0002::114e163a936d,mpack,mpack_hex_char,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::mycodex_api::clang_O2::7f102ddecd66,phase3ar::mpack_src_mpack_mpack-common.c_mpack_hex_char_0002_114e163a936d::mycodex_api::clang_O2::4a3d8c9e7287,mpack::src_mpack_mpack-common.c::mpack_hex_char::0002::114e163a936d,mpack,mpack_hex_char,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::llm4decompile::gcc_O0::d870672db856,phase3ar::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::llm4decompile::gcc_O0::6d7fdb5bd226,klib::kbit.h::kbi_popcount64::0001::b27ff1549a54,klib,kbi_popcount64,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::ghidra::clang_O2::2e73ccc490e1,phase3ar::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::ghidra::clang_O2::523af8bf4c3b,klib::kbit.h::kbi_popcount64::0001::b27ff1549a54,klib,kbi_popcount64,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::angr::clang_O2::2f435c04d409,phase3ar::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::angr::clang_O2::1654d8b0b266,klib::kbit.h::kbi_popcount64::0001::b27ff1549a54,klib,kbi_popcount64,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
