original_candidate_id,recovery_candidate_id,selected_function_id,project,function_name,producer,build_view,original_failure_reason,recovery_eligibility,recovery_reason,clang_fix_required,llm4decompile_fix_required,clang_recovery_status,llm4decompile_recovery_status
phase3a::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::llm4decompile::clang_O2::5c8ff8570b80,phase3ar::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::llm4decompile::clang_O2::a234433f1203,klib::kbit.h::kbi_popcount64::0001::b27ff1549a54,klib,kbi_popcount64,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::mycodex_api::clang_O2::ab282daf111f,phase3ar::klib_kbit.h_kbi_popcount64_0001_b27ff1549a54::mycodex_api::clang_O2::b4f2e663aa99,klib::kbit.h::kbi_popcount64::0001::b27ff1549a54,klib,kbi_popcount64,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::llm4decompile::gcc_O0::6b996154c3ed,phase3ar::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::llm4decompile::gcc_O0::8b8e0131fd88,klib::kbit.h::kbi_DNAcount64::0002::3ec293d4e9c0,klib,kbi_DNAcount64,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::ghidra::clang_O2::d597ae5c486e,phase3ar::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::ghidra::clang_O2::e44db8eb868c,klib::kbit.h::kbi_DNAcount64::0002::3ec293d4e9c0,klib,kbi_DNAcount64,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::angr::clang_O2::d64bd5e7fbb5,phase3ar::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::angr::clang_O2::fe48fa613d12,klib::kbit.h::kbi_DNAcount64::0002::3ec293d4e9c0,klib,kbi_DNAcount64,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::llm4decompile::clang_O2::294ba28f5899,phase3ar::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::llm4decompile::clang_O2::114cc52dc528,klib::kbit.h::kbi_DNAcount64::0002::3ec293d4e9c0,klib,kbi_DNAcount64,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::mycodex_api::clang_O2::43077ff3ddeb,phase3ar::klib_kbit.h_kbi_DNAcount64_0002_3ec293d4e9c0::mycodex_api::clang_O2::917b59bf0bb2,klib::kbit.h::kbi_DNAcount64::0002::3ec293d4e9c0,klib,kbi_DNAcount64,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::llm4decompile::gcc_O0::e44acedc89c1,phase3ar::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::llm4decompile::gcc_O0::e780676fde1a,klib::krng.h::kr_splitmix64::0001::86fefd5b3221,klib,kr_splitmix64,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::ghidra::clang_O2::9d9cf214a465,phase3ar::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::ghidra::clang_O2::867b73894bb0,klib::krng.h::kr_splitmix64::0001::86fefd5b3221,klib,kr_splitmix64,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::angr::clang_O2::7f014297beda,phase3ar::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::angr::clang_O2::c47cd731045a,klib::krng.h::kr_splitmix64::0001::86fefd5b3221,klib,kr_splitmix64,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::llm4decompile::clang_O2::40d450ea072d,phase3ar::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::llm4decompile::clang_O2::0e6b6a923ae4,klib::krng.h::kr_splitmix64::0001::86fefd5b3221,klib,kr_splitmix64,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::mycodex_api::clang_O2::e776fe5713b0,phase3ar::klib_krng.h_kr_splitmix64_0001_86fefd5b3221::mycodex_api::clang_O2::33df5ba42579,klib::krng.h::kr_splitmix64::0001::86fefd5b3221,klib,kr_splitmix64,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::llm4decompile::gcc_O0::47a6192196c8,phase3ar::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::llm4decompile::gcc_O0::d8c6b6c2ce91,nanoprintf::nanoprintf.h::npf__id_sc::0014::9ad640714c4a,nanoprintf,npf__id_sc,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::ghidra::clang_O2::dda30c256e3f,phase3ar::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::ghidra::clang_O2::f4b4bfeb6108,nanoprintf::nanoprintf.h::npf__id_sc::0014::9ad640714c4a,nanoprintf,npf__id_sc,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::angr::clang_O2::3a608998f63d,phase3ar::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::angr::clang_O2::83583d7ddd71,nanoprintf::nanoprintf.h::npf__id_sc::0014::9ad640714c4a,nanoprintf,npf__id_sc,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::llm4decompile::clang_O2::23ff3a34d7fa,phase3ar::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::llm4decompile::clang_O2::c93d48bd0505,nanoprintf::nanoprintf.h::npf__id_sc::0014::9ad640714c4a,nanoprintf,npf__id_sc,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::mycodex_api::clang_O2::74e715d67d0d,phase3ar::nanoprintf_nanoprintf.h_npf__id_sc_0014_9ad640714c4a::mycodex_api::clang_O2::d4747ba6fbf2,nanoprintf::nanoprintf.h::npf__id_sc::0014::9ad640714c4a,nanoprintf,npf__id_sc,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::llm4decompile::gcc_O0::80b17d608058,phase3ar::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::llm4decompile::gcc_O0::295315d0d9b5,nanoprintf::nanoprintf.h::npf__id_ul::0010::56c5a22467f1,nanoprintf,npf__id_ul,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::ghidra::clang_O2::b783ce7d33c2,phase3ar::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::ghidra::clang_O2::af216c8b8fde,nanoprintf::nanoprintf.h::npf__id_ul::0010::56c5a22467f1,nanoprintf,npf__id_ul,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::angr::clang_O2::f761ea8a635a,phase3ar::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::angr::clang_O2::050bb59c1efd,nanoprintf::nanoprintf.h::npf__id_ul::0010::56c5a22467f1,nanoprintf,npf__id_ul,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::llm4decompile::clang_O2::128a0273b2a9,phase3ar::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::llm4decompile::clang_O2::98cb473f2cd7,nanoprintf::nanoprintf.h::npf__id_ul::0010::56c5a22467f1,nanoprintf,npf__id_ul,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::mycodex_api::clang_O2::77722881d728,phase3ar::nanoprintf_nanoprintf.h_npf__id_ul_0010_56c5a22467f1::mycodex_api::clang_O2::42e529ad72ce,nanoprintf::nanoprintf.h::npf__id_ul::0010::56c5a22467f1,nanoprintf,npf__id_ul,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::llm4decompile::gcc_O0::2bc9ca59adf3,phase3ar::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::llm4decompile::gcc_O0::c3b536a2d664,nanoprintf::nanoprintf.h::npf__id_c::0013::36e5d4fdf359,nanoprintf,npf__id_c,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::ghidra::clang_O2::57ca7c8bc083,phase3ar::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::ghidra::clang_O2::13d150a6affd,nanoprintf::nanoprintf.h::npf__id_c::0013::36e5d4fdf359,nanoprintf,npf__id_c,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::angr::clang_O2::34daa163ec20,phase3ar::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::angr::clang_O2::611704da3490,nanoprintf::nanoprintf.h::npf__id_c::0013::36e5d4fdf359,nanoprintf,npf__id_c,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::llm4decompile::clang_O2::2888d27618d7,phase3ar::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::llm4decompile::clang_O2::fe3b8fb9ca07,nanoprintf::nanoprintf.h::npf__id_c::0013::36e5d4fdf359,nanoprintf,npf__id_c,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::mycodex_api::clang_O2::dda5664acc07,phase3ar::nanoprintf_nanoprintf.h_npf__id_c_0013_36e5d4fdf359::mycodex_api::clang_O2::5c6c30ad8116,nanoprintf::nanoprintf.h::npf__id_c::0013::36e5d4fdf359,nanoprintf,npf__id_c,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::llm4decompile::gcc_O0::4f9d3f24fcba,phase3ar::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::llm4decompile::gcc_O0::cce85dcffb07,nanoprintf::nanoprintf.h::npf__id_ll::0011::fd9c9dfe998b,nanoprintf,npf__id_ll,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::ghidra::clang_O2::82fa641587d1,phase3ar::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::ghidra::clang_O2::922ca04190a6,nanoprintf::nanoprintf.h::npf__id_ll::0011::fd9c9dfe998b,nanoprintf,npf__id_ll,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::angr::clang_O2::c6721b48dc2f,phase3ar::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::angr::clang_O2::f96a32fc5d6b,nanoprintf::nanoprintf.h::npf__id_ll::0011::fd9c9dfe998b,nanoprintf,npf__id_ll,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::llm4decompile::clang_O2::f1919986d00d,phase3ar::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::llm4decompile::clang_O2::d5441d258b68,nanoprintf::nanoprintf.h::npf__id_ll::0011::fd9c9dfe998b,nanoprintf,npf__id_ll,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::mycodex_api::clang_O2::963f944741b9,phase3ar::nanoprintf_nanoprintf.h_npf__id_ll_0011_fd9c9dfe998b::mycodex_api::clang_O2::f1ad67173bf0,nanoprintf::nanoprintf.h::npf__id_ll::0011::fd9c9dfe998b,nanoprintf,npf__id_ll,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::llm4decompile::gcc_O0::893465d46c7d,phase3ar::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::llm4decompile::gcc_O0::1a3e6d00306e,nanoprintf::nanoprintf.h::npf__id_s::0016::85ae8cfb335c,nanoprintf,npf__id_s,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::ghidra::clang_O2::8558495fec8a,phase3ar::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::ghidra::clang_O2::b5f14059a6d4,nanoprintf::nanoprintf.h::npf__id_s::0016::85ae8cfb335c,nanoprintf,npf__id_s,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::angr::clang_O2::a0566bb6a4f5,phase3ar::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::angr::clang_O2::c43e4ae550b5,nanoprintf::nanoprintf.h::npf__id_s::0016::85ae8cfb335c,nanoprintf,npf__id_s,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::llm4decompile::clang_O2::b02ac7ddaf8e,phase3ar::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::llm4decompile::clang_O2::ab09f7cd4e36,nanoprintf::nanoprintf.h::npf__id_s::0016::85ae8cfb335c,nanoprintf,npf__id_s,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::mycodex_api::clang_O2::f9619463494c,phase3ar::nanoprintf_nanoprintf.h_npf__id_s_0016_85ae8cfb335c::mycodex_api::clang_O2::acfa314eb7ed,nanoprintf::nanoprintf.h::npf__id_s::0016::85ae8cfb335c,nanoprintf,npf__id_s,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::llm4decompile::gcc_O0::dad140cbccfd,phase3ar::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::llm4decompile::gcc_O0::5124904db06e,nanoprintf::nanoprintf.h::npf__id_uc::0015::1d6df7d4be73,nanoprintf,npf__id_uc,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::ghidra::clang_O2::9a3d998e731e,phase3ar::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::ghidra::clang_O2::d91bd3b4a6ff,nanoprintf::nanoprintf.h::npf__id_uc::0015::1d6df7d4be73,nanoprintf,npf__id_uc,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::angr::clang_O2::f9d622f2665e,phase3ar::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::angr::clang_O2::77ef11e5ef5b,nanoprintf::nanoprintf.h::npf__id_uc::0015::1d6df7d4be73,nanoprintf,npf__id_uc,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::llm4decompile::clang_O2::12df0709fab7,phase3ar::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::llm4decompile::clang_O2::7a4b4f44ca85,nanoprintf::nanoprintf.h::npf__id_uc::0015::1d6df7d4be73,nanoprintf,npf__id_uc,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::mycodex_api::clang_O2::042ae1e5ad6e,phase3ar::nanoprintf_nanoprintf.h_npf__id_uc_0015_1d6df7d4be73::mycodex_api::clang_O2::7d48d4e706a4,nanoprintf::nanoprintf.h::npf__id_uc::0015::1d6df7d4be73,nanoprintf,npf__id_uc,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::llm4decompile::gcc_O0::717dbff58f66,phase3ar::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::llm4decompile::gcc_O0::d77d565e2cbc,nanoprintf::nanoprintf.h::npf__id_l::0009::1fb1afad7e41,nanoprintf,npf__id_l,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::ghidra::clang_O2::0bbbfbad513e,phase3ar::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::ghidra::clang_O2::316a4cbdde20,nanoprintf::nanoprintf.h::npf__id_l::0009::1fb1afad7e41,nanoprintf,npf__id_l,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::angr::clang_O2::c396b554921b,phase3ar::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::angr::clang_O2::ef5f55adbbfa,nanoprintf::nanoprintf.h::npf__id_l::0009::1fb1afad7e41,nanoprintf,npf__id_l,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::llm4decompile::clang_O2::27c8eec0296a,phase3ar::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::llm4decompile::clang_O2::07545993a3ea,nanoprintf::nanoprintf.h::npf__id_l::0009::1fb1afad7e41,nanoprintf,npf__id_l,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::mycodex_api::clang_O2::106a6a17ed12,phase3ar::nanoprintf_nanoprintf.h_npf__id_l_0009_1fb1afad7e41::mycodex_api::clang_O2::9d202b073431,nanoprintf::nanoprintf.h::npf__id_l::0009::1fb1afad7e41,nanoprintf,npf__id_l,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::llm4decompile::gcc_O0::36c45802beae,phase3ar::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::llm4decompile::gcc_O0::df0a15f9320c,nanoprintf::nanoprintf.h::npf__id_ull::0012::abd1dc192144,nanoprintf,npf__id_ull,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::ghidra::clang_O2::f4de1b75a8d8,phase3ar::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::ghidra::clang_O2::5a5ff9ee7fe2,nanoprintf::nanoprintf.h::npf__id_ull::0012::abd1dc192144,nanoprintf,npf__id_ull,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::angr::clang_O2::f23f071443b5,phase3ar::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::angr::clang_O2::e4170c9ed6b0,nanoprintf::nanoprintf.h::npf__id_ull::0012::abd1dc192144,nanoprintf,npf__id_ull,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::llm4decompile::clang_O2::bba857d02290,phase3ar::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::llm4decompile::clang_O2::3c28f6d19a33,nanoprintf::nanoprintf.h::npf__id_ull::0012::abd1dc192144,nanoprintf,npf__id_ull,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::mycodex_api::clang_O2::6dd414fd8f03,phase3ar::nanoprintf_nanoprintf.h_npf__id_ull_0012_abd1dc192144::mycodex_api::clang_O2::ebc4231bd259,nanoprintf::nanoprintf.h::npf__id_ull::0012::abd1dc192144,nanoprintf,npf__id_ull,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::llm4decompile::gcc_O0::6d2fa70b33db,phase3ar::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::llm4decompile::gcc_O0::68eafd82dd97,nanoprintf::nanoprintf.h::npf__id_us::0017::7e050f4c1030,nanoprintf,npf__id_us,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::ghidra::clang_O2::edf87cb1d77b,phase3ar::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::ghidra::clang_O2::1dbe9a8d3079,nanoprintf::nanoprintf.h::npf__id_us::0017::7e050f4c1030,nanoprintf,npf__id_us,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::angr::clang_O2::8accdb9b32c9,phase3ar::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::angr::clang_O2::16c5177b81ef,nanoprintf::nanoprintf.h::npf__id_us::0017::7e050f4c1030,nanoprintf,npf__id_us,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::llm4decompile::clang_O2::001c0c693ae7,phase3ar::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::llm4decompile::clang_O2::532ab9a12053,nanoprintf::nanoprintf.h::npf__id_us::0017::7e050f4c1030,nanoprintf,npf__id_us,llm4decompile,clang_O2,compiler_unavailable:clang,blocked,clang_O2_compiler_recovery;llm4decompile_token_type_ids_interface_recovery,1,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::mycodex_api::clang_O2::dcc731269d6b,phase3ar::nanoprintf_nanoprintf.h_npf__id_us_0017_7e050f4c1030::mycodex_api::clang_O2::8013786e704d,nanoprintf::nanoprintf.h::npf__id_us::0017::7e050f4c1030,nanoprintf,npf__id_us,mycodex_api,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_i_0008_9a921da6f1fd::llm4decompile::gcc_O0::393cf8ea6e8e,phase3ar::nanoprintf_nanoprintf.h_npf__id_i_0008_9a921da6f1fd::llm4decompile::gcc_O0::d3e52a268697,nanoprintf::nanoprintf.h::npf__id_i::0008::9a921da6f1fd,nanoprintf,npf__id_i,llm4decompile,gcc_O0,llm4decompile_exception,blocked,llm4decompile_token_type_ids_interface_recovery,0,1,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_i_0008_9a921da6f1fd::ghidra::clang_O2::154714c95c0d,phase3ar::nanoprintf_nanoprintf.h_npf__id_i_0008_9a921da6f1fd::ghidra::clang_O2::d52faa9a08d2,nanoprintf::nanoprintf.h::npf__id_i::0008::9a921da6f1fd,nanoprintf,npf__id_i,ghidra,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
phase3a::nanoprintf_nanoprintf.h_npf__id_i_0008_9a921da6f1fd::angr::clang_O2::01ad342115a6,phase3ar::nanoprintf_nanoprintf.h_npf__id_i_0008_9a921da6f1fd::angr::clang_O2::8f786f8f58db,nanoprintf::nanoprintf.h::npf__id_i::0008::9a921da6f1fd,nanoprintf,npf__id_i,angr,clang_O2,compiler_unavailable:clang,eligible,clang_O2_compiler_recovery,1,0,available,blocked
