dataset,project,source_file,source_function,stable_case_id,stable_candidate_id,candidate_source_category,producing_tool_or_model,producing_tool_or_model_version,prompt_or_transformation_family,compiler,optimization_level,architecture,function_signature,source_loc,argument_count,argument_types,fixture_count,source_char_literal_count,compile_status,sanitizer_status,execution_status,label,label_oracle_type,concrete_labeling_witness,influenced_method_development,drift_family,normalization_or_manual_edit_notes
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_compare_values.c,ca_int_compare_values,ca_int_compare_values,phase6_O0_ca_int_compare_values_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int ca_int_compare_values(int left, int right)",32,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,56 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_compare_values.c,ca_int_compare_values,ca_int_compare_values,phase6_O0_ca_int_compare_values_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int ca_int_compare_values(int left, int right)",28,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_compare_values.c,ca_int_compare_values,ca_int_compare_values,phase6_O0_ca_int_compare_values_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int ca_int_compare_values(int left, int right)",28,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_compare_values.c,ca_int_compare_values,ca_int_compare_values,phase6_O2_ca_int_compare_values_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int ca_int_compare_values(int left, int right)",22,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,56 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_compare_values.c,ca_int_compare_values,ca_int_compare_values,phase6_O2_ca_int_compare_values_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int ca_int_compare_values(int left, int right)",21,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_compare_values.c,ca_int_compare_values,ca_int_compare_values,phase6_O2_ca_int_compare_values_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int ca_int_compare_values(int left, int right)",21,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_equal_values.c,ca_int_equal_values,ca_int_equal_values,phase6_O0_ca_int_equal_values_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int ca_int_equal_values(int left, int right)",32,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_equal_values.c,ca_int_equal_values,ca_int_equal_values,phase6_O0_ca_int_equal_values_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int ca_int_equal_values(int left, int right)",18,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_equal_values.c,ca_int_equal_values,ca_int_equal_values,phase6_O0_ca_int_equal_values_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int ca_int_equal_values(int left, int right)",18,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_equal_values.c,ca_int_equal_values,ca_int_equal_values,phase6_O2_ca_int_equal_values_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int ca_int_equal_values(int left, int right)",21,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_equal_values.c,ca_int_equal_values,ca_int_equal_values,phase6_O2_ca_int_equal_values_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int ca_int_equal_values(int left, int right)",16,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_equal_values.c,ca_int_equal_values,ca_int_equal_values,phase6_O2_ca_int_equal_values_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int ca_int_equal_values(int left, int right)",16,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_hash_value.c,ca_int_hash_value,ca_int_hash_value,phase6_O0_ca_int_hash_value_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int ca_int_hash_value(int value),32,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,6 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_hash_value.c,ca_int_hash_value,ca_int_hash_value,phase6_O0_ca_int_hash_value_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int ca_int_hash_value(int value),17,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_hash_value.c,ca_int_hash_value,ca_int_hash_value,phase6_O0_ca_int_hash_value_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int ca_int_hash_value(int value),17,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_hash_value.c,ca_int_hash_value,ca_int_hash_value,phase6_O2_ca_int_hash_value_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int ca_int_hash_value(int value),19,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,6 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_hash_value.c,ca_int_hash_value,ca_int_hash_value,phase6_O2_ca_int_hash_value_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int ca_int_hash_value(int value),16,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_int_hash_value.c,ca_int_hash_value,ca_int_hash_value,phase6_O2_ca_int_hash_value_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int ca_int_hash_value(int value),16,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_hash_selector.c,ca_string_hash_selector,ca_string_hash_selector,phase6_O0_ca_string_hash_selector_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int ca_string_hash_selector(int selector),32,1,int,4,1,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,1 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_hash_selector.c,ca_string_hash_selector,ca_string_hash_selector,phase6_O0_ca_string_hash_selector_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int ca_string_hash_selector(int selector),23,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+branch,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_hash_selector.c,ca_string_hash_selector,ca_string_hash_selector,phase6_O0_ca_string_hash_selector_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int ca_string_hash_selector(int selector),23,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+branch,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_hash_selector.c,ca_string_hash_selector,ca_string_hash_selector,phase6_O2_ca_string_hash_selector_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int ca_string_hash_selector(int selector),31,1,int,4,1,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,1 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_hash_selector.c,ca_string_hash_selector,ca_string_hash_selector,phase6_O2_ca_string_hash_selector_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int ca_string_hash_selector(int selector),28,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+branch,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_hash_selector.c,ca_string_hash_selector,ca_string_hash_selector,phase6_O2_ca_string_hash_selector_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int ca_string_hash_selector(int selector),28,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+branch,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_nocase_hash_selector.c,ca_string_nocase_hash_selector,ca_string_nocase_hash_selector,phase6_O0_ca_string_nocase_hash_selector_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int ca_string_nocase_hash_selector(int selector),32,1,int,4,1,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,1 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_nocase_hash_selector.c,ca_string_nocase_hash_selector,ca_string_nocase_hash_selector,phase6_O0_ca_string_nocase_hash_selector_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int ca_string_nocase_hash_selector(int selector),25,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+case_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_nocase_hash_selector.c,ca_string_nocase_hash_selector,ca_string_nocase_hash_selector,phase6_O0_ca_string_nocase_hash_selector_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int ca_string_nocase_hash_selector(int selector),25,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+case_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_nocase_hash_selector.c,ca_string_nocase_hash_selector,ca_string_nocase_hash_selector,phase6_O2_ca_string_nocase_hash_selector_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int ca_string_nocase_hash_selector(int selector),28,1,int,4,1,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,1 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_nocase_hash_selector.c,ca_string_nocase_hash_selector,ca_string_nocase_hash_selector,phase6_O2_ca_string_nocase_hash_selector_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int ca_string_nocase_hash_selector(int selector),30,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+case_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,c_algorithms,analysis_inputs/decompile_faithfulness/phase5_sources/ca_string_nocase_hash_selector.c,ca_string_nocase_hash_selector,ca_string_nocase_hash_selector,phase6_O2_ca_string_nocase_hash_selector_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int ca_string_nocase_hash_selector(int selector),30,1,int,4,1,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,adapter+hash+case_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_affine_mod_inverse.c,modular_multiplicative_inverse,ta_affine_mod_inverse,phase6_O0_ta_affine_mod_inverse_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int modular_multiplicative_inverse(unsigned int a, unsigned int m)",32,2,unsigned int;unsigned int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,24 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_affine_mod_inverse.c,modular_multiplicative_inverse,ta_affine_mod_inverse,phase6_O0_ta_affine_mod_inverse_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int modular_multiplicative_inverse(unsigned int a, unsigned int m)",48,2,unsigned int;unsigned int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,modulo+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_affine_mod_inverse.c,modular_multiplicative_inverse,ta_affine_mod_inverse,phase6_O0_ta_affine_mod_inverse_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int modular_multiplicative_inverse(unsigned int a, unsigned int m)",48,2,unsigned int;unsigned int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,modulo+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_affine_mod_inverse.c,modular_multiplicative_inverse,ta_affine_mod_inverse,phase6_O2_ta_affine_mod_inverse_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int modular_multiplicative_inverse(unsigned int a, unsigned int m)",27,2,unsigned int;unsigned int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,24 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_affine_mod_inverse.c,modular_multiplicative_inverse,ta_affine_mod_inverse,phase6_O2_ta_affine_mod_inverse_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int modular_multiplicative_inverse(unsigned int a, unsigned int m)",37,2,unsigned int;unsigned int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,modulo+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_affine_mod_inverse.c,modular_multiplicative_inverse,ta_affine_mod_inverse,phase6_O2_ta_affine_mod_inverse_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int modular_multiplicative_inverse(unsigned int a, unsigned int m)",37,2,unsigned int;unsigned int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,modulo+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_isArmstrong.c,isArmstrong,ta_armstrong_isArmstrong,phase6_O0_ta_armstrong_isArmstrong_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int isArmstrong(int x),32,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,3 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_isArmstrong.c,isArmstrong,ta_armstrong_isArmstrong,phase6_O0_ta_armstrong_isArmstrong_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int isArmstrong(int x),31,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,digits+helper_dependency+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_isArmstrong.c,isArmstrong,ta_armstrong_isArmstrong,phase6_O0_ta_armstrong_isArmstrong_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int isArmstrong(int x),31,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,digits+helper_dependency+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_isArmstrong.c,isArmstrong,ta_armstrong_isArmstrong,phase6_O2_ta_armstrong_isArmstrong_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int isArmstrong(int x),16,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,3 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_isArmstrong.c,isArmstrong,ta_armstrong_isArmstrong,phase6_O2_ta_armstrong_isArmstrong_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int isArmstrong(int x),522,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,digits+helper_dependency+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_isArmstrong.c,isArmstrong,ta_armstrong_isArmstrong,phase6_O2_ta_armstrong_isArmstrong_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int isArmstrong(int x),522,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,digits+helper_dependency+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_order.c,order,ta_armstrong_order,phase6_O0_ta_armstrong_order_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int order(int x),32,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,7 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_order.c,order,ta_armstrong_order,phase6_O0_ta_armstrong_order_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int order(int x),21,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,loop+digits+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
