dataset,project,source_file,source_function,stable_case_id,stable_candidate_id,candidate_source_category,producing_tool_or_model,producing_tool_or_model_version,prompt_or_transformation_family,compiler,optimization_level,architecture,function_signature,source_loc,argument_count,argument_types,fixture_count,source_char_literal_count,compile_status,sanitizer_status,execution_status,label,label_oracle_type,concrete_labeling_witness,influenced_method_development,drift_family,normalization_or_manual_edit_notes
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_divide.c,divide,ta_leetcode_divide,phase6_O0_ta_leetcode_divide_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int divide(int dividend, int divisor)",54,2,int;int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,division+loop+positive_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_divide.c,divide,ta_leetcode_divide,phase6_O2_ta_leetcode_divide_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int divide(int dividend, int divisor)",22,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,47 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_divide.c,divide,ta_leetcode_divide,phase6_O2_ta_leetcode_divide_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int divide(int dividend, int divisor)",59,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+loop+positive_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_divide.c,divide,ta_leetcode_divide,phase6_O2_ta_leetcode_divide_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int divide(int dividend, int divisor)",59,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+loop+positive_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_fib.c,fib,ta_leetcode_fib,phase6_O0_ta_leetcode_fib_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int fib(int N),32,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_fib.c,fib,ta_leetcode_fib,phase6_O0_ta_leetcode_fib_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int fib(int N),29,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_fib.c,fib,ta_leetcode_fib,phase6_O0_ta_leetcode_fib_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int fib(int N),29,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_fib.c,fib,ta_leetcode_fib,phase6_O2_ta_leetcode_fib_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int fib(int N),20,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_fib.c,fib,ta_leetcode_fib,phase6_O2_ta_leetcode_fib_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int fib(int N),199,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_fib.c,fib,ta_leetcode_fib,phase6_O2_ta_leetcode_fib_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int fib(int N),168,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_find_complement.c,findComplement,ta_leetcode_find_complement,phase6_O0_ta_leetcode_find_complement_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int findComplement(int num),32,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,4 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_find_complement.c,findComplement,ta_leetcode_find_complement,phase6_O0_ta_leetcode_find_complement_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int findComplement(int num),28,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+positive_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_find_complement.c,findComplement,ta_leetcode_find_complement,phase6_O0_ta_leetcode_find_complement_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int findComplement(int num),28,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+positive_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_find_complement.c,findComplement,ta_leetcode_find_complement,phase6_O2_ta_leetcode_find_complement_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int findComplement(int num),24,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,4 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_find_complement.c,findComplement,ta_leetcode_find_complement,phase6_O2_ta_leetcode_find_complement_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int findComplement(int num),43,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+positive_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_find_complement.c,findComplement,ta_leetcode_find_complement,phase6_O2_ta_leetcode_find_complement_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int findComplement(int num),41,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+positive_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_point_key.c,getPointKey,ta_leetcode_get_point_key,phase6_O0_ta_leetcode_get_point_key_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int getPointKey(int i, int j, int boardSize, int boardColSize)",29,4,int;int;int;int,3,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,80 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_point_key.c,getPointKey,ta_leetcode_get_point_key,phase6_O0_ta_leetcode_get_point_key_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int getPointKey(int i, int j, int boardSize, int boardColSize)",16,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,arithmetic+multi_arg+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_point_key.c,getPointKey,ta_leetcode_get_point_key,phase6_O0_ta_leetcode_get_point_key_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int getPointKey(int i, int j, int boardSize, int boardColSize)",16,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,arithmetic+multi_arg+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_point_key.c,getPointKey,ta_leetcode_get_point_key,phase6_O2_ta_leetcode_get_point_key_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int getPointKey(int i, int j, int boardSize, int boardColSize)",26,4,int;int;int;int,3,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,80 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_point_key.c,getPointKey,ta_leetcode_get_point_key,phase6_O2_ta_leetcode_get_point_key_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int getPointKey(int i, int j, int boardSize, int boardColSize)",16,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,arithmetic+multi_arg+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_point_key.c,getPointKey,ta_leetcode_get_point_key,phase6_O2_ta_leetcode_get_point_key_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int getPointKey(int i, int j, int boardSize, int boardColSize)",16,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,arithmetic+multi_arg+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_triplet_id.c,getTripletId,ta_leetcode_get_triplet_id,phase6_O0_ta_leetcode_get_triplet_id_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int getTripletId(int i, int j)",32,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,52 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_triplet_id.c,getTripletId,ta_leetcode_get_triplet_id,phase6_O0_ta_leetcode_get_triplet_id_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int getTripletId(int i, int j)",16,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+grid_boundary+multi_arg,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_triplet_id.c,getTripletId,ta_leetcode_get_triplet_id,phase6_O0_ta_leetcode_get_triplet_id_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int getTripletId(int i, int j)",16,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+grid_boundary+multi_arg,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_triplet_id.c,getTripletId,ta_leetcode_get_triplet_id,phase6_O2_ta_leetcode_get_triplet_id_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int getTripletId(int i, int j)",23,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,52 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_triplet_id.c,getTripletId,ta_leetcode_get_triplet_id,phase6_O2_ta_leetcode_get_triplet_id_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int getTripletId(int i, int j)",16,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+grid_boundary+multi_arg,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_get_triplet_id.c,getTripletId,ta_leetcode_get_triplet_id,phase6_O2_ta_leetcode_get_triplet_id_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int getTripletId(int i, int j)",16,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+grid_boundary+multi_arg,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_hamming_distance.c,hammingDistance,ta_leetcode_hamming_distance,phase6_O0_ta_leetcode_hamming_distance_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int hammingDistance(int x, int y)",32,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,70 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_hamming_distance.c,hammingDistance,ta_leetcode_hamming_distance,phase6_O0_ta_leetcode_hamming_distance_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int hammingDistance(int x, int y)",24,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_hamming_distance.c,hammingDistance,ta_leetcode_hamming_distance,phase6_O0_ta_leetcode_hamming_distance_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int hammingDistance(int x, int y)",24,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_hamming_distance.c,hammingDistance,ta_leetcode_hamming_distance,phase6_O2_ta_leetcode_hamming_distance_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int hammingDistance(int x, int y)",21,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,70 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_hamming_distance.c,hammingDistance,ta_leetcode_hamming_distance,phase6_O2_ta_leetcode_hamming_distance_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int hammingDistance(int x, int y)",24,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_hamming_distance.c,hammingDistance,ta_leetcode_hamming_distance,phase6_O2_ta_leetcode_hamming_distance_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int hammingDistance(int x, int y)",24,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,bitwise+loop+zero_boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_intersection_size.c,intersectionSize,ta_leetcode_intersection_size,phase6_O0_ta_leetcode_intersection_size_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int intersectionSize(int p11, int p12, int p21, int p22)",29,4,int;int;int;int,3,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,51 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_intersection_size.c,intersectionSize,ta_leetcode_intersection_size,phase6_O0_ta_leetcode_intersection_size_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int intersectionSize(int p11, int p12, int p21, int p22)",36,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,geometry+branch+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_intersection_size.c,intersectionSize,ta_leetcode_intersection_size,phase6_O0_ta_leetcode_intersection_size_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int intersectionSize(int p11, int p12, int p21, int p22)",36,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,geometry+branch+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_intersection_size.c,intersectionSize,ta_leetcode_intersection_size,phase6_O2_ta_leetcode_intersection_size_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int intersectionSize(int p11, int p12, int p21, int p22)",25,4,int;int;int;int,3,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,51 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_intersection_size.c,intersectionSize,ta_leetcode_intersection_size,phase6_O2_ta_leetcode_intersection_size_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int intersectionSize(int p11, int p12, int p21, int p22)",31,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,geometry+branch+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_intersection_size.c,intersectionSize,ta_leetcode_intersection_size,phase6_O2_ta_leetcode_intersection_size_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int intersectionSize(int p11, int p12, int p21, int p22)",31,4,int;int;int;int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,geometry+branch+boundary,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_max.c,max,ta_leetcode_max,phase6_O0_ta_leetcode_max_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int max(int a, int b)",32,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,69 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_max.c,max,ta_leetcode_max,phase6_O0_ta_leetcode_max_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int max(int a, int b)",19,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,branch+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_max.c,max,ta_leetcode_max,phase6_O0_ta_leetcode_max_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int max(int a, int b)",19,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,branch+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_max.c,max,ta_leetcode_max,phase6_O2_ta_leetcode_max_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int max(int a, int b)",23,2,int;int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,69 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_leetcode_max.c,max,ta_leetcode_max,phase6_O2_ta_leetcode_max_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int max(int a, int b)",19,2,int;int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,branch+comparison+sign_zero,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
